series_id,year,period,value,footnote_codes,date,series_title
LNU04023071,2009,M13,31.2,nan,2009-12-31,"(Unadj) Unemployment Rate - Not Enrolled in School, High School Graduates, No College, 16-24 yrs., Black or African American"
LNU04027662,2009,M13,4.6,nan,2009-12-31,"(Unadj) Unemployment Rate - Bachelor's degree and higher, 25 yrs. & over"
LNU04000146,2009,M13,8.4,nan,2009-12-31,"(Unadj) Unemployment Rate - 55-64 yrs., Black or African American"
LNU04034080,2009,M13,10.8,nan,2009-12-31,"(Unadj) Unemployment Rate - Building and Grounds Cleaning and Maintenance Occupations, Women"
LNU04077892,2009,M13,19.1,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonveterans, 18 to 24 years, Men"
LNU04022999,2009,M13,18.0,nan,2009-12-31,"(Unadj) Unemployment Rate - Enrolled in College 16-24 yrs., Black or African American"
LNU04000148,2009,M13,8.5,nan,2009-12-31,"(Unadj) Unemployment Rate - 65 yrs. & over, Black or African American"
LNU0407339587,2009,A01,7.2,nan,2009-12-31,"(Unadj) Unemployment Rate - Foreign born, West South Central"
LNU04000197,2009,M13,7.1,nan,2009-12-31,"(Unadj) Unemployment Rate - 60-64 yrs., Men"
LNU04025376,2009,M13,8.6,nan,2009-12-31,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, 25 yrs. & over, White Women"
LNU04023749,2009,M13,2.5,nan,2009-12-31,(Unadj) Unemployment Rate - Reentrants to Labor Force Hispanic or Latino
LNU04049583,2009,A01,3.8,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Gulf War Era, 18 years and over, Asian"
LNU04078841,2009,A01,13.0,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Other Service Periods, Less than a High School Diploma, 25 years and over"
LNU04025375,2009,M13,5.2,nan,2009-12-31,"(Unadj) Unemployment Rate - Married, Spouse Present, 25 yrs. & over, White Women"
LNU04000120,2009,M13,6.4,nan,2009-12-31,"(Unadj) Unemployment Rate - 60-64 yrs., White"
LNU04023069,2009,M13,20.4,nan,2009-12-31,"(Unadj) Unemployment Rate - Not Enrolled in School, High School Graduates, No College, 16-24 yrs., Hispanic or Latino"
LNU04034001,2009,M13,6.6,nan,2009-12-31,"(Unadj) Unemployment Rate - Married, Spouse Present, Asian Men"
LNU04034246,2009,M13,5.3,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Health Services, Except Hospitals, Men"
LNU04035211,2009,M13,12.4,nan,2009-12-31,"(Unadj) Unemployment Rate - 75 yrs. & over, Hispanic or Latino Women"
LNU04073483,2009,A01,22.6,nan,2009-12-31,"(Unadj) Unemployment Rate - Native born, Less than a high school diploma, 25 years and over, Non-Hispanic Black or African American"
LNU04023054,2009,M13,20.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Not Enrolled in School, 16-24 yrs., Hispanic or Latino Men"
LNU04015347,2009,M13,4.7,nan,2009-12-31,"(Unadj) Unemployment Rate - 75 yrs. & over, White Men"
LNU04024708,2009,M13,6.2,nan,2009-12-31,"(Unadj) Unemployment Rate - Married 20-64 yrs., White Men"
LNU04032265,2009,M13,6.3,nan,2009-12-31,"(Unadj) Unemployment Rate - 75 yrs. & over, Asian"
LNU04073469,2009,A01,9.8,nan,2009-12-31,"(Unadj) Unemployment Rate - Foreign born, Some college or associate degree, 25 years and over, Non-Hispanic Black or African American"
LNU04022997,2009,M13,13.4,nan,2009-12-31,"(Unadj) Unemployment Rate - Enrolled in College 16-24 yrs., Hispanic or Latino"
LNU04032241,2009,M13,11.7,nan,2009-12-31,"(Unadj) Unemployment Rate - Leisure and Hospitality, Private Wage and Salary Workers"
LNU04034107,2009,M13,12.5,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Primary Metals and Fabricated Metal Products, Women"
LNU04073403,2009,M13,7.8,nan,2009-12-31,"(Unadj) Unemployment Rate - Foreign born, 65 years and over"
LNU04078823,2009,A01,4.7,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Bachelor's Degree and Higher, 25 years and over"
LNU04034110,2009,M13,13.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Machinery Manufacturing, Women"
LNU04073419,2009,M13,6.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Native born, 45 to 54 years"
LNU04034170,2009,M13,9.0,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Transportation and Warehousing, Women"
LNU04049574,2009,M13,9.0,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Gulf War Era, 18 years and over, Hispanic or Latino"
LNU04000024,2009,M13,8.6,nan,2009-12-31,(Unadj) Unemployment Rate - 20 yrs. & over
LNU04034065,2009,M13,4.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Management Occupations, Women"
LNU04024709,2009,M13,5.4,nan,2009-12-31,"(Unadj) Unemployment Rate - Married 20-64 yrs., White Women"
LNU04034184,2009,M13,9.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Radio and television broadcasting and cable subscription programming, Women"
LNU0407339586,2009,A01,10.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Foreign born, East South Central"
LNU04000315,2009,M13,5.5,nan,2009-12-31,(Unadj) Unemployment Rate - Married Women
LNU04050966,2009,A01,4.2,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Gulf War Era, 55 to 64 years, Black or African American"
LNU04024230,2009,M13,6.6,nan,2009-12-31,(Unadj) Unemployment Rate - 55 yrs. & over
LNU04032264,2009,M13,5.9,nan,2009-12-31,"(Unadj) Unemployment Rate - 70-74 yrs., Asian"
LNU04066584,2009,A01,11.1,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Gulf War Era I, 25 to 34 years, White"
LNU04066706,2009,A01,7.1,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Gulf War Era II, 35 to 44 years, Hispanic or Latino"
LNU04000118,2009,M13,6.4,nan,2009-12-31,"(Unadj) Unemployment Rate - 55-59 yrs., White"
LNU04000243,2009,M13,7.7,nan,2009-12-31,"(Unadj) Unemployment Rate - 45-49 yrs., White Men"
LNU04073485,2009,A01,11.7,nan,2009-12-31,"(Unadj) Unemployment Rate - Native born, Some college or associate degree, 25 years and over, Non-Hispanic Black or African American"
LNU04000035,2009,M13,10.6,nan,2009-12-31,"(Unadj) Unemployment Rate - 20 yrs. & over, Hispanic or Latino Women"
LNU04067085,2009,M13,8.0,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Gulf War Era II, 65 years and over, Men"
LNU04000016,2009,M13,25.2,nan,2009-12-31,"(Unadj) Unemployment Rate - 16-19 yrs., White Men"
LNU04000105,2009,M13,10.1,nan,2009-12-31,"(Unadj) Unemployment Rate - 45-54 yrs., Hispanic or Latino"
LNU04025377,2009,M13,8.0,nan,2009-12-31,"(Unadj) Unemployment Rate - Never Married 25 yrs. & over, White Women"
LNU04000071,2009,M13,10.1,nan,2009-12-31,"(Unadj) Unemployment Rate -  25-54 yrs., Hispanic or Latino Women"
LNU04023059,2009,M13,16.4,nan,2009-12-31,"(Unadj) Unemployment Rate - Not Enrolled in School, 16-24 yrs., Women"
LNU04025332,2009,M13,10.5,nan,2009-12-31,"(Unadj) Unemployment Rate - 45-49 yrs., Black or African American"
LNU04034076,2009,M13,8.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Service Occupations, Women"
LNU04034215,2009,M13,10.0,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Rental and Leasing Services, Men"
LNU04022970,2009,M13,19.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Enrolled in School, 16-24 yrs., Hispanic or Latino"
LNU04034039,2009,M13,5.1,nan,2009-12-31,"(Unadj) Unemployment Rate - Computer and Mathematical Occupations, Men"
LNU04000254,2009,M13,7.2,nan,2009-12-31,"(Unadj) Unemployment Rate - 60-61 yrs., White Men"
LNU04066581,2009,M13,10.5,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Gulf War Era II, 25 to 34 years, Men"
LNU04078835,2009,A01,3.7,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, Gulf War Era II, Bachelor's Degree and Higher, 25 years and over"
LNU04027664,2009,M13,10.4,nan,2009-12-31,"(Unadj) Unemployment Rate - High School Graduates, No College, 25 yrs. & over, Hispanic or Latino"
LNU04032282,2009,M13,24.8,nan,2009-12-31,"(Unadj) Unemployment Rate - Not Enrolled in School, Less than a High School Diploma, 16-24 yrs., Asian"
LNU04000220,2009,M13,25.9,nan,2009-12-31,"(Unadj) Unemployment Rate - 16-17 yrs., White Men"
LNU04032263,2009,M13,5.0,nan,2009-12-31,"(Unadj) Unemployment Rate - 65-69 yrs., Asian"
LNU04050563,2009,M13,6.3,nan,2009-12-31,"(Unadj) Unemployment Rate - Veterans, 45 to 54 years, Women"
LNU04023003,2009,M13,14.0,nan,2009-12-31,"(Unadj) Unemployment Rate - Enrolled in College Full Time 16-24 yrs., Hispanic or Latino"
LNU04034203,2009,M13,6.2,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Finance, Men"
LNU04024946,2009,M13,8.2,nan,2009-12-31,"(Unadj) Unemployment Rate - 30-34 yrs., White"
LNU04073425,2009,M13,12.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Native born, Hispanic or Latino"
LNU04000028,2009,M13,8.8,nan,2009-12-31,"(Unadj) Unemployment Rate - 20 yrs. & over, White Men"
LNU04023571,2009,M13,10.6,nan,2009-12-31,(Unadj) Unemployment Rate - New Entrants 16-19 yrs.
LNU04025027,2009,M13,6.5,nan,2009-12-31,"(Unadj) Unemployment Rate - Married, Spouse Present, 25 yrs. & over, Men"
LNU04000405,2009,M13,5.8,nan,2009-12-31,"(Unadj) Unemployment Rate - 55-64 yrs., White Women"
LNU04023705,2009,M13,0.6,nan,2009-12-31,(Unadj) Unemployment Rate - Job Leavers
LNU04034272,2009,M13,5.9,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Repair and Maintenance, Women"
LNU04025036,2009,M13,6.5,nan,2009-12-31,"(Unadj) Unemployment Rate - Married, Spouse Present, 25 yrs. & over, Black or African American Women"
LNU04034032,2009,M13,12.1,nan,2009-12-31,(Unadj) Unemployment Rate - Building and Grounds Cleaning and Maintenance Occupations
LNU04034056,2009,M13,15.6,nan,2009-12-31,"(Unadj) Unemployment Rate - Natural Resources, Construction, and Maintenance Occupations, Men"
LNU04034255,2009,M13,10.5,nan,2009-12-31,"(Unadj) Unemployment Rate - Nonagricultural Private Wage and Salary Workers, Arts, Entertainment, and Recreation, Women"
LNU0407339592,2009,A01,10.0,nan,2009-12-31,"(Unadj) Unemployment Rate - Foreign born, Midwest"
LNU04073468,2009,A01,11.4,nan,2009-12-31,"(Unadj) Unemployment Rate - Foreign born, High school graduates, no college, 25 years and over, Non-Hispanic Black or African American"
LNU04000385,1955,M05,4.0,nan,1955-05-01,"(Unadj) Unemployment Rate - 25-34 yrs., White Women"
LNS14000182,1955,M05,3.2,nan,1955-05-01,"(Seas) Unemployment Rate - 45-54 yrs., Men"
LNU04000405,1955,M05,4.5,nan,1955-05-01,"(Unadj) Unemployment Rate - 55-64 yrs., White Women"
LNS14000091,1955,M05,3.6,nan,1955-05-01,(Seas) Unemployment Rate - 35-44 yrs.
LNS14000154,1955,M05,11.2,nan,1955-05-01,"(Seas) Unemployment Rate - 18-19 yrs., Men"
LNU04000150,1955,M05,2.6,nan,1955-05-01,(Unadj) Unemployment Rate - Married Men
LNS14000050,1955,M05,4.0,nan,1955-05-01,"(Seas) Unemployment Rate - 25 yrs. & over, Women"
LNS14000319,1955,M05,9.7,nan,1955-05-01,"(Seas) Unemployment Rate - 18-19 yrs., Women"
LNU04000347,1955,M05,4.5,nan,1955-05-01,"(Unadj) Unemployment Rate - 55-64 yrs., Women"
LNS14000061,1958,M11,4.9,nan,1958-11-01,"(Seas) Unemployment Rate - 25-54 yrs., Men"
LNU04000005,1958,M11,5.5,nan,1958-11-01,(Unadj) Unemployment Rate - White Women
LNS14000050,1958,M11,4.9,nan,1958-11-01,"(Seas) Unemployment Rate - 25 yrs. & over, Women"
LNS14000152,1958,M11,16.0,nan,1958-11-01,"(Seas) Unemployment Rate - 16-17 yrs., Men"
LNU04000025,1958,M11,5.0,nan,1958-11-01,"(Unadj) Unemployment Rate - 20 yrs. & over, Men"
LNU04000050Q,1959,Q03,4.5,nan,1959-07-15,"(Unadj) Unemployment Rate - 25 yrs. & over, Women"
LNU04000003Q,1959,Q03,4.3,nan,1959-07-15,(Unadj) Unemployment Rate - White
LNS14000027Q,1959,Q03,4.0,nan,1959-07-15,"(Seas) Unemployment Rate - 20 yrs. & over, White"
LNU04000154Q,1959,Q03,13.9,nan,1959-07-15,"(Unadj) Unemployment Rate - 18-19 yrs., Men"
LNS14000061Q,1959,Q03,4.0,nan,1959-07-15,"(Seas) Unemployment Rate - 25-54 yrs., Men"
LNU04000150Q,1959,Q03,2.9,nan,1959-07-15,(Unadj) Unemployment Rate - Married Men
LNU04000002Q,1959,Q03,5.7,nan,1959-07-15,(Unadj) Unemployment Rate - Women
LNU04000154Q,1963,Q01,17.8,nan,1963-01-15,"(Unadj) Unemployment Rate - 18-19 yrs., Men"
LNS14000089Q,1963,Q01,5.4,nan,1963-01-15,(Seas) Unemployment Rate - 25-34 yrs.
LNU04000377Q,1963,Q01,12.3,nan,1963-01-15,"(Unadj) Unemployment Rate - 18-19 yrs., White Women"
LNS14000061Q,1963,Q01,4.1,nan,1963-01-15,"(Seas) Unemployment Rate - 25-54 yrs., Men"
LNU04000347Q,1963,Q01,3.6,nan,1963-01-15,"(Unadj) Unemployment Rate - 55-64 yrs., Women"
LNS14025669Q,1963,Q01,4.1,nan,1963-01-15,(Seas) Unemployment Rate - Married
LNU04023625,1979,M03,2.5,nan,1979-03-01,(Unadj) Unemployment Rate - Job Losers White
LNU04000004,1979,M03,5.0,nan,1979-03-01,(Unadj) Unemployment Rate - White Men
LNU04000049,1979,M03,3.8,nan,1979-03-01,"(Unadj) Unemployment Rate - 25 yrs. & over, Men"
LNU04024232,1979,M03,3.6,nan,1979-03-01,"(Unadj) Unemployment Rate - 55 yrs. & over, Women"
LNU04000341,1979,M03,4.1,nan,1979-03-01,"(Unadj) Unemployment Rate - 45-54 yrs., Women"
LNU04000062,1979,M03,5.1,nan,1979-03-01,"(Unadj) Unemployment Rate - 25-54 yrs., Women"
LNU04000064,1979,M03,3.5,nan,1979-03-01,"(Unadj) Unemployment Rate - 25-54 yrs., White Men"
LNU04023631,1979,M03,2.2,nan,1979-03-01,"(Unadj) Unemployment Rate - Job Losers 20 yrs. & over, Women"
LNU04000333,1979,M03,4.6,nan,1979-03-01,"(Unadj) Unemployment Rate - 35-39 yrs., Women"
LNU04000173,1979,M03,3.0,nan,1979-03-01,"(Unadj) Unemployment Rate - 35-44 yrs., Men"
LNU04000041,1979,M03,7.8,nan,1979-03-01,"(Unadj) Unemployment Rate - 20-24 yrs., White Women"
LNS14000017,1979,M03,13.4,nan,1979-03-01,"(Seas) Unemployment Rate - 16-19 yrs., White Women"
LNU04000003,1979,M03,5.4,nan,1979-03-01,(Unadj) Unemployment Rate - White
LNU04000346,1979,M03,3.8,nan,1979-03-01,"(Unadj) Unemployment Rate - 55-59 yrs., Women"
LNU04024311,1979,M03,2.8,nan,1979-03-01,"(Unadj) Unemployment Rate - Experienced Workers Nonagriculture Government, Self-employed, Unincorporated, and Unpaid family workers"
LNU04023714,1979,M03,0.6,nan,1979-03-01,"(Unadj) Unemployment Rate - Job Leavers 20 yrs. & over, Men"
LNU04034283,1979,M03,11.9,nan,1979-03-01,"(Unadj) Unemployment Rate - Agricultural and Related Wage and Salary Workers, Women"
LNU04025669,1979,M03,3.9,nan,1979-03-01,(Unadj) Unemployment Rate - Married
LNS14000327,1979,M03,6.6,nan,1979-03-01,"(Seas) Unemployment Rate - 25-34 yrs., Women"
LNU04000365,1979,M03,6.3,nan,1979-03-01,"(Unadj) Unemployment Rate - 35-44 yrs., Hispanic or Latino Women"
LNU04000180,1979,M03,3.3,nan,1979-03-01,"(Unadj) Unemployment Rate - 45 yrs. & over, Men"
LNU04100012,1979,M03,18.3,nan,1979-03-01,(Unadj) Unemployment Rate - Full-Time Labor Force 16-19 yrs.
LNU04023709,1979,M03,0.8,nan,1979-03-01,(Unadj) Unemployment Rate - Job Leavers White
LNS14000029,1979,M03,5.1,nan,1979-03-01,"(Seas) Unemployment Rate - 20 yrs. & over, White Women"
LNU04000107,1979,M03,7.5,nan,1979-03-01,"(Unadj) Unemployment Rate - 55-64 yrs., Hispanic or Latino"
LNU04000214,1979,M03,7.2,nan,1979-03-01,"(Unadj) Unemployment Rate - 55-64 yrs., Hispanic or Latino Men"
LNU04000145,1979,M03,6.8,nan,1979-03-01,"(Unadj) Unemployment Rate - 55-59 yrs., Black or African American"
LNU04000370,1979,M03,5.2,nan,1979-03-01,"(Unadj) Unemployment Rate -  60-64 yrs., Hispanic or Latino Women"
LNU04015899,1979,M03,4.9,nan,1979-03-01,"(Unadj) Unemployment Rate - 40-44 yrs., Black or African American Women"
LNU04015843,1979,M03,6.4,nan,1979-03-01,"(Unadj) Unemployment Rate - 40-44 yrs., Black or African American Men"
LNU04000244,1982,M09,5.3,nan,1982-09-01,"(Unadj) Unemployment Rate - 45-54 yrs., White Men"
LNU04025038,1982,M09,19.4,nan,1982-09-01,"(Unadj) Unemployment Rate - Never Married 25 yrs. & over, Black or African American Women"
LNU04000236,1982,M09,6.2,nan,1982-09-01,"(Unadj) Unemployment Rate - 35-39 yrs., White Men"
LNS14000030,1982,M09,17.5,nan,1982-09-01,"(Seas) Unemployment Rate - 20 yrs. & over, Black or African American"
LNS14000093,1982,M09,6.3,nan,1982-09-01,(Seas) Unemployment Rate - 45-54 yrs.
LNU04000416,1982,M09,3.5,nan,1982-09-01,"(Unadj) Unemployment Rate - 65-69 yrs., White Women"
LNS14024231,1982,M09,5.3,nan,1982-09-01,"(Seas) Unemployment Rate - 55 yrs. & over, Men"
LNU04023571,1982,M09,11.3,nan,1982-09-01,(Unadj) Unemployment Rate - New Entrants 16-19 yrs.
LNU04028615,1982,M09,5.3,nan,1982-09-01,(Unadj) Unemployment Rate All Industries Government Wage & Salary Workers
LNU04025322,1982,M09,14.4,nan,1982-09-01,"(Unadj) Unemployment Rate - 35-39 yrs., Black or African American"
LNU04000367,1982,M09,8.0,nan,1982-09-01,"(Unadj) Unemployment Rate - 45-54 yrs., Hispanic or Latino Women"
LNU04024951,1982,M09,4.0,nan,1982-09-01,"(Unadj) Unemployment Rate - 65-69 yrs., White"
LNU04000212,1982,M09,6.8,nan,1982-09-01,"(Unadj) Unemployment Rate - 45-54 yrs., Hispanic or Latino Men"
LNU04025372,1982,M09,5.4,nan,1982-09-01,"(Unadj) Unemployment Rate - Married, Spouse Present, 25 yrs. & over, White Men"
LNU04000138,1982,M09,49.8,nan,1982-09-01,"(Unadj) Unemployment Rate - 16-17 yrs., Black or African American"
LNU04023745,1982,M09,8.4,nan,1982-09-01,"(Unadj) Unemployment Rate - Job Losers and Persons who Completed Temporary Jobs, Hispanic or Latino"
LNU04000215,1982,M09,7.6,nan,1982-09-01,"(Unadj) Unemployment Rate -  60-64 yrs., Hispanic or Latino Men"
LNU04200012,1982,M09,18.4,nan,1982-09-01,(Unadj) Unemployment Rate - Part-Time Labor Force 16-19 yrs.
LNU04023748,1982,M09,1.1,nan,1982-09-01,"(Unadj) Unemployment Rate - Job Leavers, Hispanic or Latino"
LNU04024939,1982,M09,4.3,nan,1982-09-01,"(Unadj) Unemployment Rate - 70-74 yrs., Men"
LNS14000049,1982,M09,8.2,nan,1982-09-01,"(Seas) Unemployment Rate - 25 yrs. & over, Men"
LNU04000027,1982,M09,7.5,nan,1982-09-01,"(Unadj) Unemployment Rate - 20 yrs. & over, White"
LNU04100025,1982,M09,8.6,nan,1982-09-01,"(Unadj) Unemployment Rate - Full-Time Labor Force 20 yrs. & over, Men"
LNU04000390,1982,M09,8.8,nan,1982-09-01,"(Unadj) Unemployment Rate - 30-34 yrs., White Women"
LNU04035147,1982,M09,5.6,nan,1982-09-01,(Unadj) Unemployment Rate All Industries Government Wage & Salary Workers Women
LNU04000163,1982,M09,11.1,nan,1982-09-01,"(Unadj) Unemployment Rate - 25-29 yrs., Men"
LNU04023623,1982,M09,5.2,nan,1982-09-01,(Unadj) Unemployment Rate - Job Losers 16-19 yrs.
LNU04000219,1982,M09,10.6,nan,1982-09-01,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated White Men"
LNU04025376,1982,M09,8.5,nan,1982-09-01,"(Unadj) Unemployment Rate - Widowed, Divorced, or Separated, 25 yrs. & over, White Women"
LNU04025669,1982,M09,6.8,nan,1982-09-01,(Unadj) Unemployment Rate - Married
LNU04000152,1982,M09,28.5,nan,1982-09-01,"(Unadj) Unemployment Rate - 16-17 yrs., Men"
LNU04000243,1982,M09,4.9,nan,1982-09-01,"(Unadj) Unemployment Rate - 45-49 yrs., White Men"
LNU04000218,1982,M09,5.7,nan,1982-09-01,(Unadj) Unemployment Rate - Married White Men
LNU04000106,1982,M09,10.1,nan,1982-09-01,"(Unadj) Unemployment Rate -  55-59 yrs., Hispanic or Latino"
LNU04000457,1982,M09,19.0,nan,1982-09-01,"(Unadj) Unemployment Rate - 25-34 yrs., Black or African American Women"
LNS14000341,1994,M08,3.9,nan,1994-08-01,"(Seas) Unemployment Rate - 45-54 yrs., Women"
LNU04024885,1994,M08,11.6,nan,1994-08-01,"(Unadj) Unemployment Rate - 16-24 yrs., Men"
LNU04027691,1994,M08,3.8,nan,1994-08-01,"(Unadj) Unemployment Rate - Some College or Associate Degree, 25 yrs. & over, White"
LNU04024232,1994,M08,4.6,nan,1994-08-01,"(Unadj) Unemployment Rate - 55 yrs. & over, Women"
LNU04000464,1994,M08,10.1,nan,1994-08-01,"(Unadj) Unemployment Rate - 60-64 yrs., Black or African American Women"
LNU04000116,1994,M08,3.9,nan,1994-08-01,"(Unadj) Unemployment Rate - 45 yrs. & over, White"
LNU04000243,1994,M08,3.8,nan,1994-08-01,"(Unadj) Unemployment Rate - 45-49 yrs., White Men"
LNU04000060,1994,M08,4.8,nan,1994-08-01,(Unadj) Unemployment Rate - 25-54 yrs.
LNU04000341,1994,M08,4.3,nan,1994-08-01,"(Unadj) Unemployment Rate - 45-54 yrs., Women"
LNU04023002,1994,M08,8.7,nan,1994-08-01,(Unadj) Unemployment Rate - Enrolled in College Full Time 16-24 yrs.
LNU04000049,1994,M08,4.4,nan,1994-08-01,"(Unadj) Unemployment Rate - 25 yrs. & over, Men"
LNU04000064,1994,M08,3.8,nan,1994-08-01,"(Unadj) Unemployment Rate - 25-54 yrs., White Men"
LNU04026215,1994,M08,1.9,nan,1994-08-01,"(Unadj) Unemployment Rate - 70-74 yrs., Black or African American"
LNU04015899,1994,M08,5.8,nan,1994-08-01,"(Unadj) Unemployment Rate - 40-44 yrs., Black or African American Women"
LNU04023022,1994,M08,17.3,nan,1994-08-01,"(Unadj) Unemployment Rate - Not Enrolled in School, 16-19 yrs., Hispanic or Latino"
LNS14000315,1994,M08,4.2,nan,1994-08-01,(Seas) Unemployment Rate - Married Women
LNU04000001,1994,M08,5.6,nan,1994-08-01,(Unadj) Unemployment Rate - Men
LNU04000069,1994,M08,8.2,nan,1994-08-01,"(Unadj) Unemployment Rate -  25-54 yrs., Hispanic or Latino"
LNU04022966,1994,M08,15.2,nan,1994-08-01,"(Unadj) Unemployment Rate - Enrolled in School, 16-19 yrs."
LNS14000091,1994,M08,4.6,nan,1994-08-01,(Seas) Unemployment Rate - 35-44 yrs.
LNU04023748,1994,M08,0.7,nan,1994-08-01,"(Unadj) Unemployment Rate - Job Leavers, Hispanic or Latino"
LNU04000456,1994,M08,25.0,nan,1994-08-01,"(Unadj) Unemployment Rate - 18-19 yrs., Black or African American Women"
LNU04027660,1994,M08,5.1,nan,1994-08-01,"(Unadj) Unemployment Rate - High School Graduates, No College, 25 yrs. & over"
LNU04000190,1994,M08,4.1,nan,1994-08-01,"(Unadj) Unemployment Rate - 55-64 yrs., Men"
LNU04000346,1994,M08,5.0,nan,1994-08-01,"(Unadj) Unemployment Rate - 55-59 yrs., Women"
LNU04027664,1994,M08,8.0,nan,1994-08-01,"(Unadj) Unemployment Rate - High School Graduates, No College, 25 yrs. & over, Hispanic or Latino"
LNU04000093,1994,M08,4.0,nan,1994-08-01,(Unadj) Unemployment Rate - 45-54 yrs.
LNU04023709,1994,M08,0.6,nan,1994-08-01,(Unadj) Unemployment Rate - Job Leavers White
LNU04000036,1994,M08,9.6,nan,1994-08-01,(Unadj) Unemployment Rate - 20-24 yrs.
LNU04022983,1994,M08,24.8,nan,1994-08-01,"(Unadj) Unemployment Rate - Enrolled in School, 16-24 yrs., Black or African American Men"
LNU04027690,1994,M08,5.9,nan,1994-08-01,"(Unadj) Unemployment Rate - Some College or Associate Degree, 25 yrs. & over, Hispanic or Latino"
LNS14027659,1994,M08,9.8,nan,1994-08-01,"(Seas) Unemployment Rate - Less than a High School Diploma, 25 yrs. & over"
LNU04000236,1994,M08,3.6,nan,1994-08-01,"(Unadj) Unemployment Rate - 35-39 yrs., White Men"
LNU04000457,1994,M08,11.2,nan,1994-08-01,"(Unadj) Unemployment Rate - 25-34 yrs., Black or African American Women"
LNU04023025,1994,M08,9.8,nan,1994-08-01,"(Unadj) Unemployment Rate - Not Enrolled in School, Some College or Associate Degree, 16-24 yrs., Hispanic or Latino"
LNU04024950,1994,M08,4.0,nan,1994-08-01,"(Unadj) Unemployment Rate - 50-54 yrs., White"
LNU04000198,1994,M08,5.0,nan,1994-08-01,"(Unadj) Unemployment Rate - 62-64 yrs., Men"
LNU04023050,1994,M08,8.3,nan,1994-08-01,"(Unadj) Unemployment Rate - Not Enrolled in School, Bachelor's degree and higher, 16-24 yrs., Men"
LNU04000023,1994,M08,19.5,nan,1994-08-01,"(Unadj) Unemployment Rate - 16-19 yrs., Hispanic or Latino Women"
LNU04000218,1994,M08,2.8,nan,1994-08-01,(Unadj) Unemployment Rate - Married White Men
LNU04027693,1994,M08,4.0,nan,1994-08-01,"(Unadj) Unemployment Rate - Some College or Associate Degree, 25 yrs. & over, Men"
LNU04024933,1994,M08,5.1,nan,1994-08-01,(Unadj) Unemployment Rate - 30-34 yrs.
LNU04000358,1998,M02,1.4,nan,1998-02-01,"(Unadj) Unemployment Rate - 65-69 yrs., Women"
LNU04000385,1998,M02,3.9,nan,1998-02-01,"(Unadj) Unemployment Rate - 25-34 yrs., White Women"
LNU04015813,1998,M02,4.7,nan,1998-02-01,"(Unadj) Unemployment Rate - Married, Spouse Present, Black or African American Men"
LNU04000352,1998,M02,2.6,nan,1998-02-01,"(Unadj) Unemployment Rate - 60-64 yrs., Women"
LNS14000029,1998,M02,3.6,nan,1998-02-01,"(Seas) Unemployment Rate - 20 yrs. & over, White Women"
LNU04015859,1998,M02,3.9,nan,1998-02-01,"(Unadj) Unemployment Rate - 60-64 yrs., Black or African American Men"
LNU04000454,1998,M02,38.4,nan,1998-02-01,"(Unadj) Unemployment Rate - 16-17 yrs., Black or African American Women"
LNU04000371,1998,M02,4.9,nan,1998-02-01,"(Unadj) Unemployment Rate - 65 yrs. & over, Hispanic or Latino Women"
LNU04000341,1998,M02,3.5,nan,1998-02-01,"(Unadj) Unemployment Rate - 45-54 yrs., Women"
LNU04023032,1998,M02,9.6,nan,1998-02-01,"(Unadj) Unemployment Rate - Not Enrolled in School, 16-24 yrs., White"
